Image,Text,Summary,Model Output
168,How does public feel about supporting undocumented immigrants? <s> Seven-in-Ten Continue to Support Path to Legal Status for Undocumented <s> Seven-in-Ten Continue to Support Path  | to Legal Status for Undocumented  | Undocumented immigrants in the USS who meetcertain  | requirements  | Apply for  | citizen-  | Should  | ship  | not be  | Should  | allowed  | have a way  | 43%  | to stay  | to stay  | legally  | Apply for  | 27%  | perm. res.  | 70%  | 24%  | 39  | Don't  | know  | Survey conducted Dec 3-7 2014.  | PEW RESEARCH CENTER/USA TODAY ,"70 % say there should be a way for undocumented immigrants to stay in the country legally , if they meet certain requirements . Most of those who support legal status think there should be a way for unauthorized immigrants to become citizens ( 43 % overall ) , while 24 % say the path should only include permanent residency .","Seven - in - ten ( 74 % ) say undocumented immigrants in the U.S. should be allowed to stay legally in the country, while 39 % say they should be allowed to stay legally."
1400,"What fathers think about the time spent with their children? <s> About six-in-ten dads say they spend too little time with their kids % ofparents of children young er than age18 who say they ofparents spend of time with young their children age18 Among fathers mostly due to work obligations they little time say with their little children, among children parents spending who say they spend too their little time children, with among their children parents Children don't live with them a II the time Children too busy with other a ctivities Other family or household obliga tions  <s> About six-in-ten dads say they spend  | too little time with their kids  | % ofparents of children young er than age18 who say  | they ofparents spend of time with young their children age18  | Too little  | The rightamo untof  | Too much  | All parents  | 47  | 45  | Fathers  | 36  | 63  | Mothers  | 35  | 53  | 12  | Among fathers  | Bachelor's degree  | 50  | 47  | or more  | Some college or less  | 69  | 31  | Among mothers  | Bachelor's degree  | 39  | 55  | 5  | or more  | Some college or less  | 33  | 52  | 14  | mostly due to work obligations  | % who say  | is the children, main reason for spending too  | they little time say with their little children, among children parents spending who say  | they spend too their little time children, with among their children parents  | Work ob ligations  | Children don't live with them a II the time  | Children too busy with other a ctivities  | Other family or household obliga tions  | All pa rents  | 58  | 15  | 11  | Fathers  | 62  | 20  | 12  | Mothers  | 54  | 8 10 16  | Notes: Based on parents ages 18and older. In the top chart, values  | of 1% or less are notshown ""Some college orless' includes those  | with an associate degree and those who attended college butdid  | notobtain a degree In the bottom chart, those who gave some  | other all nswer are notshown.  | Source Survev ofl S. adults conducted Aug 8-21 and Sept 14-28,  | 2017.  | PEW RESEARCH CENTER ","U.S. fathers today are spending more time caring for their children than they did a half - century ago . Still , most ( 63 % ) say they spend too little time with their kids and a much smaller share ( 36 % ) say they spend the right amount of time with them","About six - in - ten fathers ( 62 % ) say they spend too little time with their children, compared with 47 % of those with a bachelor ’s degree and 53 % of those with some college education or less."
1392,"How are people worldwide describe their day? <s> Worldwide, most people describe their day as 'typical' How would you describe your day today has it been a typical the a particularly good day or a particularly bad day?  <s> Worldwide, most people describe their day as 'typical'  | How would you describe your day today has it been a typical  | the a particularly good day or a particularly bad day?  | Good Aday  | Typical day  | Bad day  | U.S.  | 49%  | 44%  | 6%  | Canada  | 54  | Sweden  | 36  | 58  | UK  | 57  | Netherlands  | 29  | 6  | France  | 10  | Germany  | 70  | 76  | Greece  | 20  | Italy  | 19  | Hungary  | 76  | Spain  | 15  | 78  | Poland  | 84  | MEDIAN  | 22  | Russia  | 23  | Philippines  | 42  | Australia  | 60  | India  | 63  | Indonesia  | Vietnam  | South Korea  | Japan  | 90  | MEDIAN  | Tunisia  | 58  | Jordan  | 26  | 55  | Lebanon  | 64  | Israel  | 23  | 68  | Turkey  | 19  | 74  | MEDIAN  | 64  | Nigeria  | 20  | 8  | 13  | 18  | Ghana  | 60  | 22  | 40 42  | South Africa  | 49  | 8  | Tanzania  | 49  | Kenya  | 48  | 10  | Senegal  | 42  | 45  | 13  | MEDIAN  | 49  | 41  | Colombla  | 61  | 34  | Brazil  | 37  | 56  | Peru  | 50  | 34  | 14  | Argentina  | 48  | 45  | 6  | Venezuela  | 44  | 48  | 68  | Mexico  | 30  | Chile  | 26  | 68  | MEDIAN  | 48  | 44  | GLOBAL MEDIAN  | 30  | Source: Spring 2017 Global Attitudes Survey, Q1.  | PEW RESEARCH CENTER ","Although most people worldwide described their day as typical ( median of 62 % ) and relatively few described it as particularly good ( median of 30 % ) , people in sub - Saharan Africa and Latin America were more likely to view their day positively . Roughly half of Africans ( median of 49 % ) and Latin Americans ( 48 % ) surveyed said their day was particularly good . Other regions – especially Europe ( 73 % ) – overwhelmingly described their day as typical ; only 22 % of Europeans said their day was good . The share of upbeat people was notably higher in several countries surveyed . Half or more responded that their day was good in Nigeria ( 73 % ) , Colombia ( 61 % ) , Ghana ( 60 % ) , Brazil ( 56 % ) , the Philippines ( 53 % ) and Peru ( 50 % )","A median of 64 % describe their day as typical, including 49 % who describe it as a particularly good day and 44 % who describe it as a particularly bad day"
136,"Compare the library usage patterns among the general population and online quiz-takers. <s> The Pew Research Center's quiz on library use was taken 15,000 times. <s> Online Quiz-Takers More Than Twice as Likely to Use  | Library Websites as National Sample  | Online Quiz-Takers  | Americans 16+ Na tionwide  | 94%  | Have library card  | 61%  | 87%  | Visited a public library in  | person in past year  | 48%  | 88%  | Used a public library  | website in past library year  | 30%  | 61%  | Local library's closing self/family would have  | 'major"" impact on self/family  | 29%  | Results for online quiz-takers als ofJune 23 2014.  | PEW RESEARCH CENTER ","Almost all of the quiz - takers ( 94 % ) say they have a library card , compared with 61 % of the general population , and 87 % have visited a library in the past year . Even more notably , 88 % have used a public library website in the past year — almost three times the rate of the Americans population overall ( 30 % ) .","Online quiz - takers are more likely to have a library card ( 61 % ) than to visit a library in person in the past year ( 81 % ), have a library card ( 81 % ) and have used a library website ( 81 % ) as a national sample ( 61 % )."
1470,"How closely are Americans to find out that their lives are regulated by money? <s> Health care costs, food prices rank highest in impact on household finances % who say each affects their household's financial situation  <s> Health care costs, food prices rank  | highest in impact on household finances  | % who say each affects their household's financial  | situation  | lot a little Not at all DK  | Health care costs  | 53  | 31  | 15  | Food & consumer  | 40  | 48  | 11  | goods prices  | Real esta the values  | 37  | 35  | 25  | Gas prices  | 37  | 42  | 21  | Job availability  | 34  | 32  | 33  | Federal budget  | 22  | 42  | 32  | deficit  | Stock market  | 40  | 21  | 35  | Source Survey ofU.S adults conducted March 7-14 2018  | PEW RESEARCH CENTER ","Among the factors that affect household finances , the public ranks the cost of health care and the prices of food and consumer goods highest . About half of Americans say the cost of health care affects their household ’s financial situation a lot ( 53 % ) , and nearly as many ( 48 % ) say the same about prices of food and consumer goods . Real estate values ( 37 % ) , gas prices ( 37 % ) and the availability of jobs ( 34 % ) are mentioned by about a third of Americans as affecting their household ’s finances a lot . Only about two - in - ten say the same of the stock market ( 21 % ) or the federal budget deficit ( 22 % ) .","Health care costs are the most important factor in determining whether their lives are regulated by money, according to a new Pew Research Center survey. About three - quarters of Americans ( 53 % ) say health care costs affect their household ’s financial situation a lot or a little, compared with 53 % who say they do n’t at all."
1278,"What are top threats in Asia-Pacific? <s> Cyberattacks, climate change and ISIS are top concerns in Asia-Pacific. <s> Cyberattacks, climate change and ISIS ware top concerns in Asia-Pacific  | is a major threat to our country  | Top choice  | Cyberattacks from  | Global climate  | North Korea s  | China influence s power  | ISIS  | and influence power  | other countries  | change  | nuclear program  | South Korea  | 81%  | 86%  | 63%  | 67%  | 82%  | 81  | 75  | 52  | 73  | 69  | Japan  | 69  | 67  | 79  | 61  | 56  | Philippines  | 58  | 59  | 60  | 51  | Australla  | 56  | 56  | 81  | 57  | 43  | Indonesia  | 69  | 67  | 63  | 61  | 56  | MEDIAN  | Source: Spring 2018 Globa Attitudes Survey. Q22a, d-g.  | PEW RESEARCH CENTER ","Across the five Asia - Pacific countries surveyed , cyberattacks , climate change and ISIS are all mentioned as top concerns by at least one country . In Japan , it is cyberattacks , while in South Korea and Australia , it is climate change . ISIS is named as the top threat in the Philippines and Indonesia . In South Korea , more rate China ’s power as a major threat ( 82 % ) than the DPRK ’s nuclear program ( 67 % ) .","A median of 56 % say cyberattacks are a major threat to their country, while 56 % say climate change is a major threat. A median of 56 % say climate change is a major threat."
1973,"How does race impact views on free trade agreements? <s> Racial, age, educational differences stover views of free trade agreements % who sayfree trade agreements have been a the U.S.  <s> Racial, age, educational differences  | stover views of free trade agreements  | % who sayfree trade agreements have been a  | for  | the U.S.  | Ba d thing  | Good thing  | Total  | 40  | 52  | White  | 47  | 44  | Black  | 29  | 62  | Hispa nic  | 33  | 63  | 18-29  | 29  | 67  | 30-49  | 34  | 58  | 44  | 50-64  | 48  | 65+  | 51  | 38  | Postgrad  | 29  | 61  | 37  | College grad  | 51 55  | 42  | Some college  | HS or less  | 50  | 42  | Family income  | $150k+  | 52  | 39  | 52  | $100-150k  | 40  | 46 47 52  | $75-100k  | $50-75k  | 47  | $30-50k  | 38  | <$30k  | 37  | 57  | Note: Don 't know responses notshown Whites and blacks include  | only those Don who are notHispanic; April5-11 Hispanics are ofany race.  | Source Survey cond ucted April5-11 Hispanics 2017  | PEW RESEARCH CENTER ","By roughly two - to - one , both blacks ( 62 % to 29 % ) and Hispanics ( 63 % to 33 % ) are more likely to say free trade agreements have been good for the country than to say they have been bad for the country . By contrast , whites are divided in their views of the impact of free trade agreements ( 47 % say they have been a good thing , 44 % say they have been a bad thing ) .",Roughly six - in - ten blacks ( 62 % ) and Hispanics ( 63 % ) say free trade agreements have been a good thing for the U.S.
894,"What is the opinion of Americans about maintaining close relationship with Germany and China ? <s> Germans now equally divided on whether close relationship with U.S. or China is more important <s> Germans now equally divided on whether close  | relationship with U.S. or China is more important  | % who say it is more important for their country to have a close relationship  | to  | Germany  | Both (Vol)  | China  | 2020  | 43%  | 6%  | 44%  | Americans  | 2019  | 44  | 41  | 9  | China  | Both (Vol)  | U.S.  | 2020  | 37  | 13  | 36  | Germans  | 2019  | 24  | 50  | 18  | Note: a Don 't know"" and ""neither"" volunteered categories not shown.  | Source: Pew Research Center survey conducted in the U.S. April 21-26, 2020. Q2. German  | results from Korber-Stiftung survey conducted April 3-9, 2020.  | PEW RESEARCH CENTER ","a little over Americans say it is more important to have a close relationship with Germany ( 43 % ) , while ( 44 % ) prioritize relations with China .","A majority of Americans ( 44 % ) say it is more important to maintain a close relationship with Germany, while 44 % say it is more important to have a close relationship with China."
197,"Describe the proportions of U.S. adults and AAAS scientists that think population growth won't be a problem. <s> Views of Population Growth <s> Resources and Population Growth  | % ofeach group saying the problem growing world population  | will or will not be a major problem because population  | There won't be enough food and res ources  | We will find a way to stretch natural resources  | US ad lults  | 59  | 38  | AAAS  | 82  | 17  | scientists  | Survey ofU.S. adults August115-25, 2014 Q28 AAAS scientists  | survey Sept. 11 Oct. 13 2014. Q24. Those saying don 'tknowor  | giving no response are notshown.  | PEW RESEARCH CENTER ",Just 17 % of AAAS scientists and 38 % of Americans said population growth wo n’t be a problem because we will find a way to stretch natural resources .,About six - in - ten U.S. adults ( 59 % ) and AAAS scientists ( 82 % ) think population growth will not be a major problem because there will be n’t enough food and resources available
1483,"Describe Saudi Arabia population average age. <s> Despite Saudi Arabia's importance in the Islamic world, it ranks 16th in Muslim population Largest Muslim populations (in millions)  <s> Despite Saudi Arabia's importance in the Islamic  | world, it ranks 16th in Muslim population  | Largest Muslim populations (in millions)  | Expected  | Expected  | growth  | Muslim  | Muslim  | from 2015  | population  | population  | to 2050  | in 2015  | in 2050  | Indonesia  | 220 257  | +17  | India  | 311  | 59  | 195  | Pa kistan  | 273  | 48  | 184  | Bangladesh  | 27  | 144 182  | 156  | Nigeria  | 90  | 231  | Egypt  | 84 120  | 43  | 78 86  | 11  | Iran  | Turkey  | 75  | 899  | 18  | 23  | Algeria  | 37 46  | 122  | 36  | 80  | Intaq  | 102  | Afghanistan  | 36  | 72  | Sudan  | 34 65  | 88  | Morocco  | 34 40  | 18  | 79  | Ethiopia 32 58  | 24  | Uzbekistan 28 35  | 51  | Saudi Arabia 28  | 42  | 120  | Yemen 28 61  | 34  | China 26 35  | Source: Pew Research Center projections from The Future of World Religions"" report  | PEW RESEARCH CENTER ","Saudi Arabia is a young country : In 2015 , about 56 % of the kingdom ’s Muslims were under the age of 30","Saudi Arabia has the second - largest Muslim population in the world. In 2015, Saudi Arabia had the second - largest Muslim population, followed by India ( 195 million ) and Pakistan ( 195 million ). In 2015, Saudi Arabia had the second - largest Muslim population, followed by India ( 195 million ) and India ( 195 million )."
1792,How is the confidence rate in Mueller's investigation? <s> Confidence in Mueller to conduct a fair investigation linked to view of investigation's merit % who are confident that special counsel Robert Mueller will conduct afair investigation into Russian special involvement in the 2016 election Somewhat Not too Not at all Among those who say senior members of Trump admin definitelyor have improper contact with Russia during 2016 campaign have improper contact with Russia during 2016 campaign <s> Confidence in Mueller to conduct a fair investigation  | linked to view of investigation's merit  | % who are  | confident that special counsel Robert Mueller will conduct  | afair investigation into Russian special involvement in the 2016 election  | Somewhat Not too Not at all  | Very  | Total  | 25  | 20  | 16  | 30  | Rep/Lean Rep  | 25  | 25  | 14  | 30  | Dem/Lean Dem  | 37  | 31  | 16  | 10  | Among those who say senior members of Trump admin definitelyor  | probably  | have improper contact with Russia during 2016 campaign  | Did (59%)  | 36  | 19  | 31  | Did not(30%)  | 12  | 30  | 22  | 31  | Among Rep/Lean Rep who say senior members of Trump admin definitelyor  | probably  | have improper contact with Russia during 2016 campaign  | Did (26%)  | 22  | 35  | 32  | Did not (65%)  | 11  | 28  | 24  | 32  | Note: Don tknow responses notshown Q51  | Source Survev ofu.s responses adults conducted Nov 29-Dec 4. 2017  | PEW RESEARCH CENTER ,"Among those who say that it is at least probable that senior members of the Trump administration had improper contact with Russia , 36 % are very confident that Mueller ’s investigation will be fair and another 31 % are somewhat confident . Among those who think that there was probably or definitely no improper contact , only 12 % are very confident in a fair investigation , while 30 % are somewhat confident .","Among those who say senior members of Trump administration definitely or probably had improper contact with Russia during the 2016 campaign, 59 % are confident that Mueller ’s investigation will be fair."
767,"What is the situation of the teenager's technology access? <s> One-in-four lower-income teens don't have access to a home computer % ofus teens who say they do not have or have access to a desktop/ laptop computer at home <s> One-in-four lower-income  | teens don't have access  | to a home computer  | % ofus teens who say they do not  | have or have access to a desktop/  | laptop computer at home  | U.S teens  | 12  | White  | 9  | Black  | 11  | Hispanic  | 18  | Less than $30K  | 25  | $30K-$74.999  | 11  | $75K or more 4  | Note: Whites and blacks include only  | non-Hispanics; Hispanics are of any race.  | Source: Survey conducted March 7-April 10,  | 2018  | PEW RESEARCH CENTER ","A quarter of lower - income teens do not have access to a home computer . Hispanic teens were especially likely to say they do not have access to a home computer : 18 % said this , compared with 9 % of white teens and 11 % of black teens .","One - in - four teens ( 12 % ) say they do not have access to a desktop or laptop computer at home, while 12 % say they do."
1112,"What is the effect of trade on jobs and wages? <s> People who think their economy is doing well are more likely to believe trade creates jobs and raises wages. <s> People who think their economy is  | doing well are more likely to believe  | trade doing creates jobs, raises likely wages  | Trade with other countries  | Creates jobs Increases wages  | 53%  | 43  | 39%  | 29  | Among those who say the  | Among those who say the  | economy is good  | economy is bad  | Note: Percentages are global medians based on 24 countries  | Greece Percentages Tunisia and Brazill not included in medians due to  | insufficient sample size.  | Source Spring 2018 Globa Attitudes Survey. Q2, Q26 & Q27.  | PEW RESEARCH CENTER ","Views on trade seem to reflect the public ’s general economic mood . Globally , among respondents who think their economy is doing well , a median of 53 % across 24 countries say trade creates jobs and 39 % believe it increases wages . Among those publics who say their economy is doing poorly , just 43 % believe trade generates jobs and 29 % say it boosts wages .",People who think their economy is doing well are more likely than those who think the economy is doing well to believe trade creates jobs and wages ( 43 % vs. 39 % ). A median of 43 % of those who think the economy is doing well believe trade creates jobs and wages ( 43 % vs. 29 % ).
2180,What are proportions of adults with a current or past drug addiction? <s> Many Americans have a friend or family member with a current or past drug addiction % of USS adults who say they have a family member or close friend who isor has been addicted to drugs(2017) <s> Many Americans have a friend or family  | member with a current or past drug  | addiction  | % of USS adults who say they have a family member or  | close friend who isor has been addicted to drugs(2017)  | Total  | 46%  | Men  | 46  | Women  | 46  | White  | 46  | Black  | 52  | Hispa nic  | 50  | 18-29  | 47  | 30-49  | 55  | 50-64  | 46  | 65+  | 33  | HS or less  | 44  | Some college  | 53  | College grad  | 45  | Postgrad  | 39  | Dem/Lean Dem  | 46  | Rep/Lean Rep  | 46  | Note: Whites and blacks include onlythose who are notHispanic.  | Hispanics Source Survey are ofany race.  | Hispanics Source Survey conducted Aug 15-21 2017  | PEW RESEARCH CENTER ,"A Pew Research Center survey conducted in August found that 46 % of U.S. adults say they have a family member or close friend who is addicted to drugs or has been in the past . Identical shares of men and women say this ( 46 % each ) , as do identical shares of Democrats and Democratic - leaning independents when compared with Republicans and Republican leaners ( also 46 % each ) . There are no statistically significant differences between whites ( 46 % ) , Hispanics ( 50 % ) and blacks ( 52 % ) .",About four - in - ten adults with a current or past drug addiction ( 46 % ) say they have a family member or close friend who is or has been addicted to drugs
865,"How is the trend among couples who share passwords and digital devices with each other? <s> Adults who are in a committed relationship – but who are not married or cohabiting – are less likely to share passwords with their partner <s> Adults who are in a committed relationship I but who  | are not married or cohabiting I are less likely to share  | passwords with their partner  | % ofpartnered adults who say they have ever given their spouse or partner  | the password or passcode to  | Any of their social  | Their email  | Their cellphone  | media accounts  | account  | All partnered ad ults  | 75  | 62  | 42  | Married  | 79  | 70  | 44  | Living with partner  | 74  | 50  | 41  | Committed relationship  | 58  | 22  | 25  | Note: Partnered adults refers to adults who are married, cohabiting or in a committed  | relationship. These items were only asked among those who use these digital technologies,  | but are presented here among all partnered adults. Those who did not give an answer or  | who gave other responses ware not shown.  | Source: Survey of U S. adults conducted Oct. 16- 28, 2019  | ""Dating and Relationships in the Digital Age -  | PEW RESEARCH CENTER ","a majority of Americans who are married say they have given their spouse or partner the password for their cellphone ( 75 % ) , their email account ( 62 % ) or any of their social media accounts ( 42%).3 Roughly three - quarters or more of married adults ( 79 % ) or those who live with a partner ( 74 % ) say they have given their partner the password to their cellphone , compared with 58 % of those who are in a committed relationship When it comes to email password sharing , married adults are the most likely group to say they have given their email password to their partner : 70 % say this , compared with 50 % of cohabiting internet users and just 22 % of those in a committed relationship",Couples who are married or cohabiting are less likely to share passwords and digital devices with each other ( 75 % ) than those who are not married or cohabiting ( 62 % ) or are in a committed relationship ( 58 % ).
1085,Describe Americans knowledge about Facebook news feed? <s> Majority of older Facebook users do not understand why certain posts are included in their news feed <s> Majority of older Facebook users do not understand  | why certain posts are included in their news feed  | % of Facebook users who say they understand  | well why certain posts  | are included in their news feed they and others are not  | NET  | Not  | Not  | NET  | Somewhat Very  | NOT WELL at all  | WELL  | very  | Facebook users  | 53  | 20  | 46  | 33  | 32  | 14  | 18-29  | 30  | 21  | 59  | 41  | 12  | 38  | 30-49  | 50  | 18  | 33  | 33  | 16  | 49  | 50-64  | 60  | 24  | 36  | 30  | 39  | 65+  | 61  | 28  | 33  | 29  | 37  | Note: Respondents Survey ofli who did not give an answerare.ootshown May 29-June 11 2018.  | Source: Survey ofli S. adults conducted give May 29-June 11 2018.  | PEW RESEARCH CENTER ,"When asked whether they understand why certain posts but not others are included in their news feed , around half of U.S. adults who use Facebook ( 53 % ) say they do not – with 20 % saying they do not understand the feed at all well . Older users are especially likely to say they do not understand the workings of the news feed : Just 38 % of Facebook users ages 50 and older say they have a good understanding of why certain posts are included in it , compared with 59 % of users ages 18 to 29 .",About six - in - ten ( 61 % ) Facebook users say they do not understand why certain posts are included in their news feed at all.
1447,"What are the partisan differences in the most important binding factor between U.S. and German? <s> Partisan differences on most important factor in U.S.- German relations relations? Which of the following is most impor 'tantwhen it comes to USS. German relations? Top choice for each party  <s> Partisan differences on most important factor in  | U.S.- German relations  | relations? Which of the following is most impor ""tantwhen it comes to USS. German  | relations?  | Top choice for each party  | Among Americans  | Economic and  | Shared democratic Security and  | trade ties  | values  | defense ties  | Democrats  | 33%  | 32  | 29  | Republicans  | 28  | Among Germans  | CDU/CSU  | 16  | 37  | 16  | SPD  | 41  | 44  | Source: Pew Korber-stittung Research Centersurvey cond lucted in the U.S Oct 6-10 2017. Q7. German  | results from Korber-stittung survey conducted Oct 4-18 2017  | PEW RESEARCH CENTER ","Among Americans , Republicans clearly see defense ties as most important ( 47 % ) , with 28 % naming economic and trade ties and just 12 % naming shared values . Democrats are almost evenly divided across the three options","Democrats are more likely than Republicans to say shared democratic values and shared democratic values are the most important factor in relations between the U.S. and Germany ( 32 % vs. 28 % ), while Republicans are more likely than Democrats to say shared democratic values and values are the most important ( 32 % vs. 28 % ) factor in relations between the U.S. and Germany ( 32 % vs. 14 % )."
199,"Describe the proportion of the adult population who has a mixed background. <s> Estimating the Size of the Multiracial Population <s> Estimating the Size of the  | Multiracial Population  | Multiracial  | 2.6%  | background based  | on grandparents  | 6.9%  | Multiracial  | 2.9  | background based  | on parents  | Chooses two or more  | 1.4  | races to describe self  | Respondents can be counted as multiracial one of three ways:  | First (self), if they select two or more races for themselves.  | Second (parents), if they do not select two or more races for  | themse Ives but report that at least one or their biological parents  | was not the same race as them, or select two or more races for at  | least one of their parents.  | Third grandparents), if they do not fit the definition of multiracial  | based on their own or their parents' racia background, but indicate  | that at least one of their grandparents was not the same race as  | themsel Ives or their parents or select two or more races for at least  | one of their grandparents.  | Source: Pew Research Center survey, Feb. 6-April 6, 2015  | (n=21 224 sampled adults)  | PEW RESEARCH CENTER  | R1-4 ",we estimate that only about 6.9 % of the adult population has a mixed - race background .,"The survey found that 2.9 % of the adult population has a mixed background, compared with 2.9 % of the sampled adults."
429,"Which ethnic group was most likely to receive political news from Trump and Biden? <s> About a quarter of registered voters say they got news or info directly from the candidates online <s> About a quarter of registered voters say they got news  | or info directly from the candidates online  | % of voters who say they got political news or information online from  | or their campaign in the past week  | Donald  | Joe  | Biden  | Trump  | Registered voters  | 27 %  | 24%  | White  | 30  | 23  | Black  | 18  | 32  | Hispanic  | 23  | 23  | Ages 18-29  | 18  | 22  | 30-49  | 19  | 21  | 50-64  | 29  | 24  | 65+  | 38  | 28  | Postgrad College  | 24  | 32  | Postgrad College  | 24  | 26  | Some College college  | 29  | 24  | HS or less  | 30  | 19  | Rep/Lean Rep  | 39  | 13  | Conserv  | 45  | 12  | Mod/ Lib  | 28  | 15  | Dem/Lean Dem  | 17  | 34  | Cons/I Mod  | 18  | 29  | Liberal  | 17  | 40  | Note: Based on registered voters. White and Black voters include those who report being  | only one race and are not Hispanic; Hispanic voters are of any race.  | Source: Survey of U.S. adults conducted June 4-10, 2020.  | PEW RESEARCH CENTER ","White voters were more likely than Black or Hispanic voters to say they had gotten political news from Trump On the other hand , Black voters ( 32 % ) were more likely than white or Hispanic voters ( 23 % each ) to say they ’d gotten news from Biden","About a quarter of registered voters ( 27 % ) say they got news or information online from Trump or their campaign in the past week, while about a quarter ( 24 % ) say they got news or information from Biden"
1823,"What do adults say about the public K-12 education system? <s> Americans think individuals and public schools should have the most responsibility to make sure workers have the right skills % saying these groups should have rightskills responsibility and education in making be successful sure that the 's economy <s> Americans think individuals and public schools should  | have the most responsibility to make sure workers  | have the right skills  | % saying these groups should have  | rightskills responsibility and education in making be successful sure that  | the the American workforce has the rightskills and education to be successful in  | the 's economy  | lot of Some Only a little None  | Individuals themselves  | 72  | 22  | Public K-12 education  | 60  | 28  | system  | Colleges and  | 52  | 35  | universities  | Employers  | 49  | 39  | State governments  | 40  | 35  | 15  | Federal government  | 35  | 34  | 18  | 11  | Note: ""Don 'tknow/Refused"" responses not shown.  | Source: ""Don Survey ofl. S. adults cond lucted May 25-June 29. 2016.  | ""The State Survey ofAmerican Jobs  | PEW RESEARCH CENTER ",Six - in - ten adults say the public K-12 education system has a lot of responsibility in making sure the U.S. workforce has the right skills and education to be successful in today ’s economy .,About six - in - ten adults ( 60 % ) say the public K-12 education system should have a lot of responsibility to make sure the American workforce has the right skills and education to succeed in the economy
1795,"What is the distribution of Brazilians who are confident that the country's economy will improve over the next 12 months? <s> Brazilians confident about nation's economic prospects economic situation in four country <s> Brazilians confident  | about nation's economic  | prospects  | Over the next12 months, the  | economic situation in four country  | will  | 69%  | Improve  | Remain the  | 11%  | same  | 17%  | Worsen  | Brazil  | Source: Spring 2017 Global Attitudes  | Survey. Q6.  | PEW RESEARCH CENTER ","Nearly seven - in - ten Brazilians ( 69 % ) say the country ’s economic situation will improve over the next 12 months , with roughly a third ( 34 % ) believing it will improve a lot .","About six - in - ten Brazilians ( 69 % ) are confident that the country ’s economic situation will improve over the next year, while 69 % are confident it will remain the same."
1970,"Describe the views on whether a bigger government providing more services is preferred among different age groups? <s> Sharp divide between young people, older adults on size of government % who say they would rather have Bigger govt,  <s> Sharp divide between young people,  | older adults on size of government  | % who say they would rather have  | Smaller govt,  | Bigger govt,  | fewer services  | more services  | Total  | 45  | 48  | Men  | 53  | 42  | Women  | 38  | 54  | 18-29  | 39  | 57  | 54  | 30-49  | 38  | 38 40  | 50-64  | 56  | 65+  | 50  | 37 44 42 58  | Postgrad  | 53  | 51 52  | College grad  | Some college  | HS or less  | 35  | Family income  | $75 LOOO or more  | 35  | 61  | $30 _000-$74 1999  | 49  | 44  | Less tha n $30 LOOO  | 29  | 64  | Rep/Lean Rep  | 21  | 74  | 17  | Conserv  | 80  | Mod/Lib  | 28  | 65  | Dem/Lean Dem  | 27  | 65  | 32  | 59  | Cons/Mod  | Liberal  | 20  | 75  | Note: Don tknow responses April5-11 notshown.  | Source Survey conducted April5-11 2017.  | PEW RESEARCH CENTER ",Majorities of adults 30 years old and younger ( 57 % ) and ages 30 - 49 ( 54 % ) say they would rather have a bigger government providing more services . Fewer adults ages 50 - 64 ( 38 % ) and adults ages 65 and older ( 40 % ) say this,Younger people are more likely than older adults to say they would rather have a bigger government providing fewer services ( 48 % vs. 48 % ).
730,"How is the trend among Democrats, Blacks, Hispanics and Whites regarding Trump's economic policies? <s> Majority of black Democrats say Trump has made the economy worse <s> Majority of black Democrats say Trump  | has made the economy worse  | Among Democrats and Democratic leaners, % who say,  | since taking office, Donald Trump 's economic policies  | have made economic conditions  | Not had much  | Better  | effect  | Worse  | All Dem/Lean Dem  | 14  | 38  | 48  | Black 10  | 32  | 57  | White  | 14  | 38  | 47  | Hispanic 17  | 40  | 43  | Notes: Based on Democrats and Democratic -leaning independents.  | Whites and blacks include only those who are not Hispanic:  | Hispanics are or any race. No answer responses not shown.  | Source: Survey of U.S adults conducted Jan. 6-19. 2020.  | PEW RESEARCH CENTER ",Nearly six - in - ten black Democrats ( 57 % ) say that Trump ’s economic policies have made economic conditions in the country worse . Smaller shares of white ( 47 % ) and Hispanic ( 43 % ) Democrats say the same .,"About six - in - ten black Democrats ( 57 % ) say Trump ’s economic policies have made the economic conditions worse since taking office, compared with 38 % of black Democrats and 57 % of Hispanic Democrats."
297,"Describe the trend in the portion of voters who say that ordinary citizens can do much to influence the government in Washington if they are willing to make the effort. <s> Sharp decline in share of Trump voters who say ordinary citizens can do a lot to influence the government <s> Sharp decline in share of Trump voters  | who say ordinary citizens can do a lot to  | influence the government  | Among voters, % who say ordinary Washington citizens can do a lot  | to willing influence the government say ordinary in Washington if they are  | willing to make the effort  | VOTED VOTED  | ALL  | VOTERS  | FOR REP  | FOR DEM  | CANDIDATE CANDIDATE  | Ordinary citizens can  | 68  | 67  | do a lot to influence  | 62  | 59  | 55  | the government in  | 42  | Washington  | There's not much  | 32  | 32  | ordinary citizens can 37  | 40  | 44  | do to influence the  | 57  | government in  | Washington  | Dec Nov  | Dec Nov  | Dec Nov  | 16 '20  | 16 20  | 16 20  | Note: Based on voters.  | Source: Survey of U.S. adults conducted Nov, 12-17, 2020.  | PEW RESEARCH CENTER ","A majority of voters ( 55 % ) say that ordinary citizens can do a lot to influence the government in Washington if they are willing to make the effort . The share who say ordinary citizens can do a lot is down slightly compared December 2016 , when 62 % of voters said this .","Overall, 68 % of Trump voters say ordinary citizens can do a lot to influence the government in Washington if they are willing to make the effort."
